Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Category,Is_Outlier,Year,Month
Sports Direct,1128299,2021-10-31,South,Louisiana,Baton Rouge,Men's Street Footwear,52.8,498,26294.4,11883.88,0.452,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-31,Northeast,Pennsylvania,Philadelphia,Men's Apparel,63.18,453,28620.54,12599.38,0.4402,In-store,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-31,Northeast,New Jersey,Jersey City,Women's Apparel,47.69,740,35290.6,14648.55,0.4151,In-store,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-31,South,Texas,Dallas,Women's Street Footwear,40.78,660,26914.8,6686.97,0.2484,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-31,Southeast,North Carolina,Raleigh,Women's Street Footwear,61.31,282,17289.42,5368.86,0.3105,Outlet,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-31,South,Oklahoma,Oklahoma City,Women's Apparel,32.3,514,16602.2,6755.78,0.4069,In-store,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-31,Northeast,New York,Albany,Women's Apparel,60.85,736,44785.6,20078.74,0.4483,In-store,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-31,Southeast,Georgia,Atlanta,Men's Street Footwear,48.32,629,30393.28,11971.61,0.3939,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-31,Northeast,New Jersey,Newark,Men's Athletic Footwear,69.04,823,56819.92,19138.4,0.3368,Online,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-31,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.41,451,36264.91,15199.28,0.4191,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-31,Midwest,Minnesota,Saint Paul,Women's Apparel,48.22,300,14466.0,3277.9,0.2266,Online,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-31,West,California,Los Angeles,Men's Street Footwear,59.66,733,43730.78,8956.39,0.2048,Outlet,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-31,South,Oklahoma,Tulsa,Men's Athletic Footwear,63.62,704,44788.48,10617.67,0.2371,Outlet,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-31,Midwest,Ohio,Columbus,Women's Apparel,25.32,147,3722.04,862.84,0.2318,Outlet,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-31,Southeast,Florida,Miami,Women's Athletic Footwear,78.47,791,62069.77,15404.19,0.2482,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-31,South,Tennessee,Nashville,Men's Athletic Footwear,65.44,513,33570.72,12398.47,0.3693,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-31,Northeast,New York,Albany,Men's Apparel,26.09,842,21967.78,8264.61,0.3762,Online,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-31,Midwest,Ohio,Cleveland,Men's Apparel,36.05,640,23072.0,5031.01,0.2181,Outlet,Apparel,False,2021,2021-10
Kohl's,1197834,2021-10-31,South,Louisiana,Baton Rouge,Women's Street Footwear,47.75,636,30369.0,9280.89,0.3056,Outlet,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-31,Midwest,Minnesota,Minneapolis,Women's Apparel,46.47,298,13848.06,5852.08,0.4226,In-store,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-11-01,Midwest,Illinois,Chicago,Men's Street Footwear,88.8,825,73260.0,33035.88,0.4509,In-store,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-01,West,Washington,Spokane,Women's Athletic Footwear,51.99,817,42475.83,16646.84,0.3919,In-store,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-01,Southeast,Virginia,Virginia Beach,Men's Street Footwear,49.84,698,34788.32,12490.18,0.359,Online,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-01,Northeast,Massachusetts,Boston,Women's Street Footwear,55.93,620,34676.6,10506.93,0.303,Online,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-01,South,Oklahoma,Tulsa,Women's Athletic Footwear,101.15,198,20027.7,10124.06,0.5055,In-store,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-01,West,Washington,Seattle,Women's Apparel,31.96,414,13231.44,5194.31,0.3926,In-store,Apparel,False,2021,2021-11
Kohl's,1197834,2021-11-01,West,California,San Diego,Men's Apparel,36.47,64,2334.08,488.84,0.2094,Outlet,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-01,Northeast,Pennsylvania,Pittsburgh,Men's Athletic Footwear,73.34,112,8214.08,2766.43,0.3368,Outlet,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-01,Northeast,New Jersey,Newark,Men's Athletic Footwear,80.89,562,45460.18,20558.53,0.4522,In-store,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-01,Southeast,Florida,Miami,Men's Apparel,52.81,204,10773.24,4065.08,0.3773,In-store,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-02,West,Washington,Seattle,Women's Street Footwear,56.39,679,38288.81,12715.98,0.3321,Online,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-02,Southeast,Florida,Orlando,Women's Apparel,27.43,742,20353.06,6310.46,0.31,Outlet,Apparel,False,2021,2021-11
Sports Direct,1128299,2021-11-02,Midwest,Michigan,Detroit,Men's Apparel,46.17,585,27009.45,13799.14,0.5109,In-store,Apparel,False,2021,2021-11
Sports Direct,1128299,2021-11-02,Northeast,Massachusetts,Boston,Women's Apparel,39.41,231,9103.71,1862.49,0.2046,Outlet,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-02,Midwest,Michigan,Grand Rapids,Women's Street Footwear,67.71,144,9750.24,3570.09,0.3662,Online,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-02,West,Colorado,Denver,Men's Street Footwear,95.69,481,46026.89,18359.06,0.3989,In-store,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-02,West,Colorado,Denver,Men's Apparel,61.72,557,34378.04,21087.37,0.6134,In-store,Apparel,False,2021,2021-11
Amazon,1128302,2021-11-02,South,Louisiana,New Orleans,Men's Street Footwear,64.22,628,40330.16,10352.43,0.2567,Outlet,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-02,Northeast,New Jersey,Newark,Men's Street Footwear,91.94,116,10665.04,5749.36,0.5391,In-store,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-02,South,Texas,Dallas,Men's Street Footwear,44.85,84,3767.4,792.39,0.2103,Outlet,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-02,West,Colorado,Denver,Women's Athletic Footwear,60.97,140,8535.8,3373.2,0.3952,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-02,South,Tennessee,Memphis,Men's Athletic Footwear,68.88,762,52486.56,13098.73,0.2496,Outlet,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-02,Midwest,Ohio,Columbus,Women's Apparel,31.8,520,16536.0,7616.24,0.4606,In-store,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-02,Midwest,Illinois,Chicago,Women's Street Footwear,68.78,409,28131.02,12597.08,0.4478,In-store,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-02,Midwest,Michigan,Grand Rapids,Women's Apparel,24.57,822,20196.54,6250.33,0.3095,Online,Apparel,False,2021,2021-11
Foot Locker,1185732,2021-11-02,South,Tennessee,Memphis,Women's Apparel,25.8,642,16563.6,4833.7,0.2918,Online,Apparel,False,2021,2021-11
Amazon,1128302,2021-11-02,South,Louisiana,Baton Rouge,Men's Street Footwear,91.99,373,34312.27,16418.79,0.4785,In-store,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,86.03,604,51962.12,14959.17,0.2879,Online,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-02,Southeast,Virginia,Virginia Beach,Men's Apparel,53.4,805,42987.0,8252.48,0.192,Outlet,Apparel,False,2021,2021-11
Foot Locker,1185732,2021-11-03,South,Louisiana,New Orleans,Men's Apparel,37.81,30,1134.3,369.49,0.3257,Online,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-03,Northeast,Massachusetts,Worcester,Women's Street Footwear,87.14,306,26664.84,11846.92,0.4443,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-03,Southeast,Florida,Tampa,Women's Apparel,54.27,233,12644.91,5457.34,0.4316,Online,Apparel,False,2021,2021-11
Amazon,1128302,2021-11-03,South,Texas,Houston,Women's Apparel,42.91,19,815.29,398.11,0.4883,In-store,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-03,Northeast,New York,Albany,Women's Athletic Footwear,56.09,371,20809.39,7010.43,0.3369,Outlet,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,54.02,703,37976.06,8946.42,0.2356,Outlet,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-03,Midwest,Minnesota,Minneapolis,Women's Street Footwear,75.85,103,7812.55,3315.16,0.4243,In-store,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-04,South,Texas,Houston,Men's Street Footwear,97.94,832,81486.08,24584.02,0.3017,In-store,Footwear,True,2021,2021-11
Foot Locker,1185732,2021-11-04,Northeast,New Jersey,Newark,Women's Street Footwear,95.71,249,23831.79,10864.84,0.4559,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,58.72,701,41162.72,7440.75,0.1808,Outlet,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-04,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,57.9,186,10769.4,5255.64,0.488,Online,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-04,South,Oklahoma,Oklahoma City,Men's Street Footwear,71.94,49,3525.06,1147.06,0.3254,Online,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-04,South,Tennessee,Nashville,Men's Apparel,45.94,207,9509.58,3165.5,0.3329,Online,Apparel,False,2021,2021-11
Foot Locker,1185732,2021-11-04,South,Tennessee,Memphis,Women's Athletic Footwear,48.35,783,37858.05,14091.74,0.3722,Online,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-04,South,Texas,Austin,Women's Athletic Footwear,84.13,413,34745.69,13735.78,0.3953,In-store,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-04,Southeast,Georgia,Savannah,Women's Street Footwear,61.07,557,34015.99,6364.79,0.1871,Outlet,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-04,Southeast,North Carolina,Charlotte,Women's Street Footwear,58.33,411,23973.63,7766.82,0.324,Online,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-04,Northeast,New York,Buffalo,Women's Athletic Footwear,73.68,306,22546.08,7658.29,0.3397,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-04,West,California,San Diego,Women's Street Footwear,54.37,232,12613.84,2492.5,0.1976,Outlet,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-04,South,Tennessee,Nashville,Women's Athletic Footwear,50.46,572,28863.12,13084.74,0.4533,In-store,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-04,Southeast,Georgia,Savannah,Men's Athletic Footwear,63.89,725,46320.25,12739.32,0.275,Outlet,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-04,South,Tennessee,Nashville,Men's Apparel,53.43,675,36065.25,9985.9,0.2769,Online,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-04,Southeast,Florida,Tampa,Women's Street Footwear,56.21,335,18830.35,5764.56,0.3061,Online,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-04,Northeast,New York,Albany,Men's Apparel,53.22,629,33475.38,8227.34,0.2458,Online,Apparel,False,2021,2021-11
Sports Direct,1128299,2021-11-04,South,Texas,Austin,Men's Street Footwear,58.72,152,8925.44,3397.02,0.3806,Online,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-04,Northeast,New Jersey,Newark,Women's Apparel,26.18,152,3979.36,1483.42,0.3728,In-store,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-05,Southeast,Florida,Miami,Women's Apparel,39.1,148,5786.8,2597.91,0.4489,In-store,Apparel,False,2021,2021-11
Sports Direct,1128299,2021-11-05,West,California,San Francisco,Women's Apparel,49.83,84,4185.72,1735.53,0.4146,In-store,Apparel,False,2021,2021-11
Foot Locker,1185732,2021-11-05,South,Tennessee,Nashville,Men's Athletic Footwear,116.93,331,38703.83,15674.99,0.405,Online,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-05,Southeast,Georgia,Savannah,Men's Athletic Footwear,56.28,257,14463.96,7039.0,0.4867,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-05,Northeast,New York,Buffalo,Men's Street Footwear,91.76,192,17617.92,7179.99,0.4075,In-store,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-05,Southeast,Georgia,Atlanta,Men's Street Footwear,59.96,121,7255.16,2887.54,0.398,Online,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-05,Northeast,New Jersey,Newark,Men's Apparel,39.03,66,2575.98,1009.48,0.3919,In-store,Apparel,False,2021,2021-11
Amazon,1128302,2021-11-05,Northeast,Pennsylvania,Philadelphia,Men's Apparel,31.05,132,4098.6,975.02,0.2379,Online,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-05,Midwest,Illinois,Chicago,Women's Apparel,19.76,385,7607.6,1286.82,0.1691,Outlet,Apparel,False,2021,2021-11
Amazon,1128302,2021-11-05,Southeast,Florida,Orlando,Women's Street Footwear,83.66,183,15309.78,6566.86,0.4289,In-store,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-05,Northeast,New Jersey,Jersey City,Men's Street Footwear,54.39,467,25400.13,8651.05,0.3406,Online,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-05,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,60.62,551,33401.62,12004.37,0.3594,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-05,Southeast,Florida,Miami,Women's Apparel,52.22,806,42089.32,18398.37,0.4371,In-store,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-05,West,Nevada,Reno,Men's Apparel,22.11,728,16096.08,3311.38,0.2057,Outlet,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-05,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,60.97,400,24388.0,9262.53,0.3798,In-store,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-05,Southeast,Florida,Orlando,Men's Apparel,33.02,181,5976.62,1842.91,0.3084,In-store,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-05,Northeast,New Jersey,Newark,Women's Athletic Footwear,41.82,312,13047.84,4108.72,0.3149,Outlet,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-05,Northeast,New York,Albany,Women's Athletic Footwear,97.35,316,30762.6,9460.17,0.3075,Online,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-05,Northeast,Massachusetts,Boston,Men's Athletic Footwear,65.4,705,46107.0,6140.55,0.1332,Outlet,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-05,West,Nevada,Las Vegas,Men's Apparel,25.13,382,9599.66,3416.83,0.3559,In-store,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-06,Northeast,New York,New York,Women's Athletic Footwear,48.42,132,6391.44,1860.01,0.291,Online,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-06,South,Oklahoma,Tulsa,Women's Street Footwear,66.78,153,10217.34,4652.55,0.4554,In-store,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-06,Northeast,New York,Albany,Women's Street Footwear,72.93,59,4302.87,1233.23,0.2866,Online,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-06,South,Oklahoma,Oklahoma City,Women's Street Footwear,52.08,549,28591.92,10251.59,0.3585,Online,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-06,Northeast,New York,New York,Women's Apparel,39.92,796,31776.32,11617.39,0.3656,Online,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-06,West,Washington,Spokane,Women's Street Footwear,89.93,230,20683.9,5601.0,0.2708,Online,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-06,Southeast,Georgia,Atlanta,Women's Athletic Footwear,39.84,402,16015.68,3977.3,0.2483,Outlet,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-06,West,California,San Francisco,Men's Street Footwear,51.73,414,21416.22,8706.93,0.4066,Online,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-06,South,Louisiana,New Orleans,Men's Street Footwear,53.34,701,37391.34,16791.04,0.4491,In-store,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-06,West,California,San Francisco,Men's Apparel,60.66,87,5277.42,2679.57,0.5077,In-store,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-06,Southeast,North Carolina,Charlotte,Men's Apparel,46.01,70,3220.7,815.75,0.2533,Online,Apparel,False,2021,2021-11
Foot Locker,1185732,2021-11-06,Southeast,Florida,Orlando,Women's Street Footwear,90.2,661,59622.2,22857.32,0.3834,In-store,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-06,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,74.01,822,60836.22,28032.81,0.4608,In-store,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-06,South,Texas,Dallas,Women's Athletic Footwear,48.68,823,40063.64,10666.9,0.2662,Online,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-06,Southeast,Virginia,Richmond,Men's Apparel,26.28,712,18711.36,5002.91,0.2674,Outlet,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-07,Southeast,Virginia,Virginia Beach,Women's Street Footwear,84.1,595,50039.5,22768.82,0.455,In-store,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-07,Northeast,Massachusetts,Boston,Men's Street Footwear,65.79,617,40592.43,2029.62,0.05,Outlet,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-07,West,California,San Francisco,Women's Street Footwear,61.82,236,14589.52,6537.94,0.4481,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,24.54,822,20171.88,8347.13,0.4138,Online,Apparel,False,2021,2021-11
Amazon,1128302,2021-11-07,South,Tennessee,Memphis,Men's Street Footwear,104.74,532,55721.68,20034.43,0.3595,Online,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-07,South,Louisiana,Baton Rouge,Women's Athletic Footwear,81.96,45,3688.2,780.89,0.2117,Online,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-07,Southeast,North Carolina,Raleigh,Women's Street Footwear,74.75,707,52848.25,16502.12,0.3123,Online,Footwear,False,2021,2021-11
Amazon,1128302,2021-11-07,Midwest,Illinois,Springfield,Women's Athletic Footwear,111.38,665,74067.7,32502.38,0.4388,In-store,Footwear,False,2021,2021-11
Sports Direct,1128299,2021-11-07,South,Oklahoma,Tulsa,Women's Apparel,55.4,378,20941.2,9353.86,0.4467,In-store,Apparel,False,2021,2021-11
Amazon,1128302,2021-11-07,South,Texas,Austin,Women's Apparel,52.56,247,12982.32,4918.04,0.3788,In-store,Apparel,False,2021,2021-11
West Gear,1189833,2021-11-08,Northeast,Massachusetts,Worcester,Men's Street Footwear,55.64,141,7845.24,2443.74,0.3115,Online,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-08,Midwest,Michigan,Detroit,Women's Street Footwear,70.92,608,43119.36,17377.99,0.403,In-store,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-08,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,57.8,782,45199.6,19894.24,0.4401,In-store,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-08,Southeast,Virginia,Richmond,Men's Apparel,28.75,119,3421.25,1397.73,0.4085,In-store,Apparel,False,2021,2021-11
Foot Locker,1185732,2021-11-08,Southeast,Florida,Orlando,Men's Street Footwear,51.59,629,32450.11,7119.33,0.2194,Outlet,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-08,Southeast,Florida,Tampa,Women's Street Footwear,58.66,577,33846.82,13051.88,0.3856,Online,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-08,West,California,Los Angeles,Men's Street Footwear,96.4,323,31137.2,15352.34,0.4931,In-store,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-08,Midwest,Michigan,Detroit,Men's Street Footwear,56.32,177,9968.64,1909.24,0.1915,Outlet,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-08,Midwest,Michigan,Grand Rapids,Women's Apparel,38.21,640,24454.4,4887.49,0.1999,Outlet,Apparel,False,2021,2021-11
Walmart,1197831,2021-11-08,Northeast,New Jersey,Newark,Women's Street Footwear,71.91,644,46310.04,17978.34,0.3882,In-store,Footwear,False,2021,2021-11
West Gear,1189833,2021-11-08,West,Colorado,Denver,Men's Athletic Footwear,44.4,746,33122.4,11637.48,0.3513,Outlet,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-08,West,Nevada,Las Vegas,Men's Apparel,26.58,767,20386.86,4436.59,0.2176,Online,Apparel,False,2021,2021-11
Foot Locker,1185732,2021-11-08,Northeast,New York,Buffalo,Men's Apparel,51.82,759,39331.38,13437.19,0.3416,Online,Apparel,False,2021,2021-11
Kohl's,1197834,2021-11-08,West,Colorado,Denver,Men's Street Footwear,50.4,773,38959.2,7565.47,0.1942,Outlet,Footwear,False,2021,2021-11
Kohl's,1197834,2021-11-08,South,Oklahoma,Tulsa,Women's Street Footwear,71.84,696,50000.64,20374.61,0.4075,In-store,Footwear,False,2021,2021-11
Foot Locker,1185732,2021-11-08,Southeast,Virginia,Richmond,Men's Apparel,53.11,503,26714.33,12398.22,0.4641,In-store,Apparel,False,2021,2021-11
Sports Direct,1128299,2021-11-09,Northeast,New Jersey,Jersey City,Women's Street Footwear,48.75,747,36416.25,6147.33,0.1688,Outlet,Footwear,False,2021,2021-11
Walmart,1197831,2021-11-09,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,66.44,47,3122.68,1383.34,0.443,In-store,Footwear,False,2021,2021-11
